epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,1024.21,1.00668,0.71756,1.03281,0.77237,0.69052,0.74342,0.50607,1.45193,1.50768,1.26863,4.94377e-05,4.94377e-05,4.94377e-05
91,1051.46,0.77502,0.50087,0.93982,0.75943,0.67339,0.71408,0.47536,1.48413,1.65075,1.31886,4.0957e-05,4.0957e-05,4.0957e-05
92,1067.28,0.80071,0.49363,0.96214,0.76812,0.64987,0.703,0.4689,1.50448,1.63713,1.31493,3.32586e-05,3.32586e-05,3.32586e-05
93,1083.52,0.77471,0.49183,0.96748,0.78546,0.65348,0.70533,0.46946,1.50344,1.61377,1.33174,2.635e-05,2.635e-05,2.635e-05
94,1099.49,0.78747,0.4999,0.95498,0.77379,0.66852,0.70375,0.46973,1.50576,1.63556,1.33028,2.02381e-05,2.02381e-05,2.02381e-05
95,1115.11,0.80053,0.50414,0.9572,0.78315,0.64486,0.70025,0.4666,1.5108,1.62217,1.3321,1.49288e-05,1.49288e-05,1.49288e-05
96,1131.29,0.80083,0.47798,0.94924,0.76296,0.66189,0.7021,0.46878,1.5103,1.63241,1.3295,1.04274e-05,1.04274e-05,1.04274e-05
97,1147.6,0.78489,0.48066,0.95169,0.76902,0.65751,0.70221,0.46927,1.50668,1.64208,1.32642,6.73844e-06,6.73844e-06,6.73844e-06
98,1162.8,0.78317,0.49301,0.94346,0.78119,0.65448,0.7087,0.47012,1.50477,1.60435,1.30884,3.86543e-06,3.86543e-06,3.86543e-06
99,1175.96,0.78175,0.50405,0.95124,0.77809,0.66734,0.70831,0.47164,1.51651,1.60181,1.31811,1.81126e-06,1.81126e-06,1.81126e-06
100,1187.01,0.78962,0.49672,0.95655,0.74327,0.67742,0.70381,0.4702,1.50823,1.60116,1.33007,5.77941e-07,5.77941e-07,5.77941e-07
