epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
276,6387.76,0.64649,0.36682,0.93797,0.98465,0.9486,0.98894,0.8966,0.63519,0.37544,0.95468,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,6410.82,0.64284,0.362,0.93425,0.97239,0.96651,0.98898,0.89678,0.63429,0.37094,0.95191,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,6433.71,0.6402,0.3601,0.92936,0.9669,0.96999,0.98894,0.89582,0.63405,0.36755,0.95262,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,6456.99,0.65394,0.37335,0.93995,0.97087,0.9657,0.98845,0.89319,0.63501,0.36551,0.95335,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,6480.64,0.64115,0.3646,0.93525,0.97841,0.95619,0.9885,0.89267,0.63589,0.36556,0.95339,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,6503.9,0.63768,0.35969,0.93345,0.97964,0.95846,0.9884,0.89272,0.63596,0.3693,0.95347,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,6526.95,0.63364,0.36475,0.93993,0.97871,0.95839,0.98833,0.89273,0.63419,0.36951,0.95374,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,6549.94,0.62954,0.35357,0.92874,0.97506,0.9649,0.98851,0.89255,0.63388,0.36963,0.95323,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,6573,0.63185,0.35967,0.93454,0.97999,0.96115,0.98842,0.89359,0.63279,0.36948,0.95248,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,6596.51,0.63706,0.36268,0.93644,0.97103,0.9598,0.98837,0.89345,0.63305,0.36821,0.95427,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,6619.63,0.62766,0.36018,0.93006,0.97322,0.96051,0.98839,0.895,0.63175,0.37042,0.95367,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,6642.54,0.63013,0.36211,0.93357,0.98398,0.95547,0.98847,0.89497,0.63184,0.36899,0.95363,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,6665.96,0.62293,0.36629,0.93471,0.98127,0.95486,0.98863,0.89519,0.63172,0.37006,0.95313,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,6689.15,0.64324,0.36363,0.93782,0.98357,0.96363,0.98909,0.89575,0.63251,0.36846,0.95334,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,6712.09,0.62371,0.35142,0.93161,0.98264,0.96113,0.98902,0.89582,0.6325,0.36871,0.95251,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,6737.83,0.53575,0.2486,0.8763,0.97578,0.96565,0.98927,0.89539,0.63385,0.36505,0.95387,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,6761.36,0.50377,0.23411,0.86856,0.97747,0.96544,0.9894,0.89586,0.63545,0.36235,0.95443,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,6784.49,0.49703,0.22358,0.86468,0.97792,0.96408,0.98984,0.89598,0.63738,0.35667,0.9542,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,6807.52,0.48837,0.22447,0.86689,0.97232,0.96953,0.98999,0.89515,0.6383,0.35165,0.95451,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,6830.54,0.48719,0.22187,0.86311,0.9805,0.96981,0.99003,0.89322,0.63897,0.35815,0.95487,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,6853.54,0.48398,0.22111,0.86197,0.97826,0.96551,0.98963,0.89198,0.63921,0.36127,0.95478,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,6876.35,0.47444,0.2231,0.86334,0.96846,0.97073,0.98929,0.89198,0.63884,0.36273,0.95277,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,6899.12,0.47671,0.21964,0.85797,0.97021,0.96891,0.98946,0.89163,0.63877,0.36038,0.95519,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,6922.43,0.46881,0.21508,0.85603,0.97917,0.96093,0.98969,0.89115,0.63744,0.3629,0.95419,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,6945.29,0.47205,0.21921,0.85941,0.98102,0.96546,0.98993,0.89074,0.63788,0.35999,0.95439,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
